Sample_ID,Category,Bins,Contig_ID,Matched_Species,Abbreviated_Gene_Name,Counts,VFDB_ID,VFDB_ID,Percentage of identical matches, Alignment length,Number of mismatches,Number of gap openings,Start of alignment in query,End of alignment in query,Start of alignment in subject, End of alignment in subject,Expected value,Bit score,Protein_ID,Protein_Function,,,,
ERR3569138,Hospital_sewage,ERR3569138_bin.14,xx32,Serratia liquefaciens ATCC 27592 (taxid 1346614),SPRO_RS22995,1,VFG042329(gb,WP_012147176),83.3,1615,269,0,95098,99942,1,1615,0,2436,gb|WP_012147176,(SPRO_RS22995) hemagglutinin repeat-containing protein [ShlA-ShlB (VF1298) - Effector delivery system (VFC0086)] [Serratia proteamaculans 568],,,,
ERR3928889,Hospital_sewage,ERR3928889_bin.29,xx312,Pseudomonas sp. GCEP-101 (taxid 2974552),waaG,1,VFG000139(gb,NP_253697),83.3,371,62,0,26961,25849,1,371,2.46E-205,632,gb|NP_253697,(waaG) B-band O-antigen polymerase [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1],,,,
ERR7015339,Hospital_sewage,ERR7015339_bin.8,xx5267,Mycobacterium kansasii (taxid 1768),tuf,14,VFG016491(gb,WP_011076858),83.3,96,16,0,5286,5573,1,96,4.34E-46,171,gb|WP_011076858,(tuf) elongation factor Tu [EF-Tu (VF0877) - Adherence (VFC0001)] [Mycoplasma penetrans HF-2],,,,
ERR7015343,Hospital_sewage,ERR7015343_bin.21,xx12192,Hydrogenophaga crocea (taxid 2716225),cheD,6,VFG043209(gb,WP_005168769),83.3,90,15,0,3248,3517,340,429,1.46E-30,128,gb|WP_005168769,(cheD) methyl-accepting chemotaxis protein CheD [Flagella (VF0394) - Motility (VFC0204)] [Yersinia enterocolitica subsp. enterocolitica 8081],,,,
ERR7015355,Hospital_sewage,ERR7015355_bin.38,xx14620,Massilia sp. DM-R-R2A-13 (taxid 2899220),cheM,6,VFG043040(gb,NP_460876),83.3,42,7,0,127,2,342,383,5.73E-10,62,gb|NP_460876,(cheM) methyl-accepting chemotaxis protein II [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],,,,
ERR7015365,Hospital_sewage,ERR7015365_bin.53,xx3505,Pontimonas salivibrio (taxid 1159327),groEL2,3,VFG043550(gb,NP_214954),83.3,545,86,2,3523,5157,1,540,1.79E-283,837,gb|NP_214954,(groEL2) molecular chaperone GroEL [GroEL (VF0866) - Adherence (VFC0001)] [Mycobacterium tuberculosis H37Rv],,,,
ERR7015369,Hospital_sewage,ERR7015369_bin.9,xx112,Salinibacterium sp. UTAS2018 (taxid 2508880),groEL2,2,VFG043550(gb,NP_214954),83.3,545,86,2,106991,108625,1,540,1.2E-273,837,gb|NP_214954,(groEL2) molecular chaperone GroEL [GroEL (VF0866) - Adherence (VFC0001)] [Mycobacterium tuberculosis H37Rv],,,,
ERR7015376,Hospital_sewage,ERR7015376_bin.37,xx1336,Providencia stuartii MRSN 2154 (taxid 1157951),clpV,6,VFG049189(gb,WP_014226431),83.3,857,143,0,2763,193,1,857,0,1375,gb|WP_014226431,(clpV) ATP-dependent chaperone ClpB [T6SS-II (VF0783) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718],,,,
ERR7015377,Hospital_sewage,ERR7015377_bin.53,xx766,Providencia stuartii MRSN 2154 (taxid 1157951),clpV,11,VFG049189(gb,WP_014226431),83.3,857,143,0,18227,20797,1,857,0,1375,gb|WP_014226431,(clpV) ATP-dependent chaperone ClpB [T6SS-II (VF0783) - Effector delivery system (VFC0086)] [Klebsiella oxytoca E718],,,,
ERR7015391,Hospital_sewage,ERR7015391_bin.41,xx1068,Thiocapsa bogorovii (taxid 521689),tufA,8,VFG046458(gb,WP_003024794),83.3,42,7,0,126,1,1,42,6.27E-13,74.3,gb|WP_003024794,(tufA) elongation factor Tu [EF-Tu (VF0460) - Adherence (VFC0001)] [Francisella novicida U112],,,,
ERR3928854,Hospital_sewage,ERR3928854_bin.27,xx92,Acinetobacter junii (taxid 40215),pilR,16,VFG050703(gb,WP_000840547.1),83.2,476,75,1,29985,31412,1,471,4.87E-254,776,gb|WP_000840547.1,(pilR) sigma-54 dependent transcriptional regulator [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii BJAB0715],,,,
ERR7015355,Hospital_sewage,ERR7015355_bin.19,xx110,unclassified Microbacterium (taxid 2609290),groEL2,1,VFG043550(gb,NP_214954),83.2,541,88,3,47940,46324,1,540,1.14E-269,825,gb|NP_214954,(groEL2) molecular chaperone GroEL [GroEL (VF0866) - Adherence (VFC0001)] [Mycobacterium tuberculosis H37Rv],,,,
ERR7015365,Hospital_sewage,ERR7015365_bin.16,xx22,Microbacterium (taxid 33882),groEL2,3,VFG043550(gb,NP_214954),83.2,541,89,2,141437,143056,1,540,3.77E-270,827,gb|NP_214954,(groEL2) molecular chaperone GroEL [GroEL (VF0866) - Adherence (VFC0001)] [Mycobacterium tuberculosis H37Rv],,,,
ERR3928895,Hospital_sewage,ERR3928895_bin.49,xx377,Azospira sp. I09 (taxid 1765049),adeG,35,VFG037720(gb,WP_001027056),83.1,1057,177,1,12404,15574,1,1055,0,1665,gb|WP_001027056,(adeG) cation/multidrug efflux pump [AdeFGH efflux pump (VF0504) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],,,,
ERR3928899,Hospital_sewage,ERR3928899_bin.47,xx10842,Magnetospirillum gryphiswaldense MSR-1 v2 (taxid 1430440),tufA,6,VFG046458(gb,WP_003024794),83.1,77,13,0,4406,4176,318,394,4.76E-35,139,gb|WP_003024794,(tufA) elongation factor Tu [EF-Tu (VF0460) - Adherence (VFC0001)] [Francisella novicida U112],,,,
ERR7015312,Hospital_sewage,ERR7015312_bin.37,xx885,unclassified Acinetobacter (taxid 196816),ompA,1,VFG038180(gb,WP_000777877),83.1,362,47,5,11102,12181,1,350,1.47E-185,573,gb|WP_000777877,(ompA) outer membrane protein OmpA [OmpA (VF0464) - Immune modulation (VFC0258)] [Acinetobacter baumannii BJAB0715],,,,
ERR7015320,Hospital_sewage,ERR7015320_bin.23,xx2178,Sphingobium sp. CFD-1 (taxid 2878545),katA,1,VFG037029(gb,WP_010951343),83.1,479,81,0,5364,3928,5,483,2.17E-280,849,gb|WP_010951343,(katA) catalase [KatA (VF0454) - Stress survival (VFC0282)] [Neisseria gonorrhoeae FA 1090],,,,
ERR7015377,Hospital_sewage,ERR7015377_bin.75,xx2142,Streptococcus suis (taxid 1307),SAK_RS06335,16,VFG006042(gb,WP_001222601),83.1,301,51,0,10473,9571,1,301,4.35E-163,506,gb|WP_001222601,(SAK_RS06335) LysR family transcriptional regulator [Capsule (VF0274) - Immune modulation (VFC0258)] [Streptococcus agalactiae A909],,,,
ERR7015390,Hospital_sewage,ERR7015390_bin.41,xx36484,Streptococcus suis (taxid 1307),SAK_RS06335,15,VFG006042(gb,WP_001222601),83.1,301,51,0,690,1592,1,301,1.53E-177,506,gb|WP_001222601,(SAK_RS06335) LysR family transcriptional regulator [Capsule (VF0274) - Immune modulation (VFC0258)] [Streptococcus agalactiae A909],,,,
ERR3928893,Hospital_sewage,ERR3928893_bin.28,xx1179,Azospira sp. I09 (taxid 1765049),adeG,23,VFG037720(gb,WP_001027056),83,1057,178,1,7447,4277,1,1055,0,1666,gb|WP_001027056,(adeG) cation/multidrug efflux pump [AdeFGH efflux pump (VF0504) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],,,,
ERR3928901,Hospital_sewage,ERR3928901_bin.6,xx7433,Mycolicibacterium thermoresistibile (taxid 1797),glnA1,18,VFG022664(gb,YP_001702670),83,400,68,0,1200,1,1,400,2.45E-235,697,gb|YP_001702670,(glnA1) Probable glutamine synthetase  type I (GlnA1) [Glutamine synthesis (VF0816) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium abscessus ATCC 19977] ,,,,
ERR7015362,Hospital_sewage,ERR7015362_bin.37,xx389,Acidovorax avenae subsp. avenae (taxid 80870),tufA,9,VFG046458(gb,WP_003024794),83,106,18,0,45220,44903,289,394,3.45E-51,189,gb|WP_003024794,(tufA) elongation factor Tu [EF-Tu (VF0460) - Adherence (VFC0001)] [Francisella novicida U112],,,,
ERR7015376,Hospital_sewage,ERR7015376_bin.43,xx4927,Aeromonas caviae (taxid 648),tppF,1,VFG038498(gb,WP_005320404),83,200,34,0,4909,5508,3,202,2.15E-104,332,gb|WP_005320404,(tppF) type IV pilus pseudopilin [Tap type IV pili (VF0475) - Adherence (VFC0001)] [Aeromonas salmonicida subsp. salmonicida A449],,,,
ERR7015392,Hospital_sewage,ERR7015392_bin.43,xx2001,Stutzerimonas stutzeri (taxid 316),groEL,6,VFG012103(gb,WP_003514589),83,300,51,0,904,5,1,300,1.74E-150,480,gb|WP_003514589,(groEL) chaperonin GroEL [GroEL (VF0594) - Adherence (VFC0001)] [Clostridium thermocellum ATCC 27405],,,,
ERR3928888,Hospital_sewage,ERR3928888_bin.24,xx11817,Pseudomonas citronellolis (taxid 53408),pvdL,3,VFG016060(gb,WP_003139218),82.9,871,145,2,2602,2,1738,2608,0,1419,gb|WP_003139218,(pvdL) peptide synthase PvdL [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa UCBPP-PA14],,,,
ERR3928902,Hospital_sewage,ERR3928902_bin.25,xx1941,Pseudomonas alcaligenes (taxid 43263),PA3349,2,VFG043018(gb,NP_252039),82.9,310,53,0,11964,12893,1,310,6.65E-164,508,gb|NP_252039,(PA3349) chemotaxis protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],,,,
ERR7015376,Hospital_sewage,ERR7015376_bin.43,xx1081,Aeromonas caviae (taxid 648),B565_RS04805,1,VFG038911(gb,WP_005354039),82.9,228,28,2,3659,4321,1,224,9.79E-117,369,gb|WP_005354039,(B565_RS04805) thermostable hemolysin [Thermostable hemolysin (TH) (VF0648) - Exotoxin (VFC0235)] [Aeromonas veronii B565],,,,
ERR7015377,Hospital_sewage,ERR7015377_bin.68,xx791,Pseudomonas sp. MSPm1 (taxid 2726956),xcpS,1,VFG000181(gb,NP_251792),82.9,257,44,0,1,771,149,405,4.66E-121,390,gb|NP_251792,(xcpS) general secretion pathway protein F [Xcp secretion system (VF0084) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1],,,,
ERR7015389,Hospital_sewage,ERR7015389_bin.49,xx65,Aeromonas caviae (taxid 648),B565_RS04805,1,VFG038911(gb,WP_005354039),82.9,228,28,2,42249,41587,1,224,3.08E-116,369,gb|WP_005354039,(B565_RS04805) thermostable hemolysin [Thermostable hemolysin (TH) (VF0648) - Exotoxin (VFC0235)] [Aeromonas veronii B565],,,,
ERR7015394,Hospital_sewage,ERR7015394_bin.16,xx271,Methylomonas sp. UP202 (taxid 3040943),gmd,8,VFG048885(gb,WP_014907227),82.9,368,63,0,52745,51642,7,374,1.64E-206,635,gb|WP_014907227,(gmd) GDP-mannose 4 6-dehydratase [Capsule (VF0560) - Immune modulation (VFC0258)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044] ,,,,
ERR3928888,Hospital_sewage,ERR3928888_bin.24,xx550,Pseudomonas citronellolis (taxid 53408),hdtS,5,VFG015599(gb,NP_064725),82.8,244,42,0,11784,12515,1,244,1.11E-133,421,gb|NP_064725,(hdtS) lysophosphatidic acid acyltransferase [Acylhomoserine lactone synthase (VF0907) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1],,,,
ERR3928894,Hospital_sewage,ERR3928894_bin.17,xx1355,Mycolicibacterium phocaicum (taxid 319706),mbtI,2,VFG026700(gb,YP_007957699),82.8,506,84,1,8416,9924,4,509,7.73E-270,822,gb|YP_007957699,(mbtI) Isochorismate synthase MbtI [Mycobactin (VF0299) - Nutritional/Metabolic factor (VFC0272)] [Mycobacterium tuberculosis str. Haarlem/NITR202],,,,
ERR7015311,Hospital_sewage,ERR7015311_bin.3,xx1763,Acidovorax sp. YS12 (taxid 2738413),tsr,6,VFG025878(gb,WP_012492267),82.8,64,11,0,5196,5387,367,430,3.33E-20,97.8,gb|WP_012492267,(tsr) methyl-accepting chemotaxis protein I [Flagella (VF0430) - Motility (VFC0204)] [Burkholderia cenocepacia J2315],,,,
ERR7015370,Hospital_sewage,ERR7015370_bin.27,xx1012,Sulfuricurvum kujiense DSM 16994 (taxid 709032),cheY,6,VFG043386(gb,WP_000772151),82.8,122,21,0,1345,1710,1,122,4.2E-61,206,gb|WP_000772151,(cheY) chemotaxis response regulator CheY [Flagella (VF0051) - Motility (VFC0204)] [Helicobacter pylori 26695],,,,
ERR7015377,Hospital_sewage,ERR7015377_bin.68,xx1671,Pseudomonas mendocina NK-01 (taxid 1001585),PFL_RS09460,5,VFG043482(gb,WP_011060196),82.8,116,20,0,13246,13593,208,323,7.07E-52,187,gb|WP_011060196,(PFL_RS09460) OmpA family protein [OprF (VF0931) - Adherence (VFC0001)] [Pseudomonas fluorescens Pf-5],,,,
ERR7015389,Hospital_sewage,ERR7015389_bin.3,xx75,Pseudomonas reinekei (taxid 395598),pilT,1,VFG013908(gb,WP_011914970),82.8,344,59,0,31725,32756,1,344,5.82E-184,569,gb|WP_011914970,(pilT) twitching motility protein PilT [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501],,,,
ERR7015391,Hospital_sewage,ERR7015391_bin.48,xx19946,Marichromatium purpuratum 984 (taxid 765910),pdtorfQ,1,VFG044400(gb,AAF33141),82.8,29,5,0,1783,1869,24,52,6.31E-09,52.4,gb|AAF33141,(pdtorfQ) PdtorfQ [Pyridine-2 6-dithiocarboxylic acid (PDTC) (VF0938) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas stutzeri KC] ,,,,
ERR3928901,Hospital_sewage,ERR3928901_bin.15,xx16316,Xanthobacter dioxanivorans (taxid 2528964),bvrR,2,VFG011626(gb,WP_002965156),82.7,208,36,0,626,3,3,210,1.04E-108,336,gb|WP_002965156,(bvrR) response regulator transcription factor [BvrR-BvrS (VF0368) - Regulation (VFC0301)] [Brucella melitensis bv. 1 str. 16M],,,,
ERR7015392,Hospital_sewage,ERR7015392_bin.25,xx1667,Pseudomonas sp. SL4(2022) (taxid 2994661),pilJ,3,VFG014044(gb,WP_003084592),82.7,682,118,0,10587,12632,1,682,1.59E-266,820,gb|WP_003084592,(pilJ) twitching motility protein PilJ [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa UCBPP-PA14],,,,
ERR3928903,Hospital_sewage,ERR3928903_bin.19,xx3778,Desulfovibrio sp. 86 (taxid 2666132),tufA,9,VFG046459(gb,WP_004287053),82.6,121,21,0,365,3,1,121,1.42E-60,214,gb|WP_004287053,(tufA) elongation factor Tu [EF-Tu (VF0460) - Adherence (VFC0001)] [Francisella philomiragia subsp. philomiragia ATCC 25017],,,,
ERR7015315,Hospital_sewage,ERR7015315_bin.21,xx1504,Pseudomonas fluorescens (taxid 294),pilT,3,VFG013908(gb,WP_011914970),82.6,344,60,0,4015,5046,1,344,1.26E-183,566,gb|WP_011914970,(pilT) twitching motility protein PilT [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501],,,,
ERR7015343,Hospital_sewage,ERR7015343_bin.33,xx13250,Novosphingobium sp. EMRT-2 (taxid 2571749),tufA,7,VFG046459(gb,WP_004287053),82.6,86,15,0,3,260,307,392,2.12E-39,151,gb|WP_004287053,(tufA) elongation factor Tu [EF-Tu (VF0460) - Adherence (VFC0001)] [Francisella philomiragia subsp. philomiragia ATCC 25017],,,,
ERR7015360,Hospital_sewage,ERR7015360_bin.34,xx1876,Pseudoduganella (taxid 1522432),gmd,2,VFG026325(gb,WP_009889299),82.6,340,59,0,2382,1363,6,345,3.24E-188,579,gb|WP_009889299,(gmd) GDP-mannose 4 6-dehydratase [Capsule I (VF0436) - Immune modulation (VFC0258)] [Burkholderia thailandensis E264] ,,,,
ERR7015361,Hospital_sewage,ERR7015361_bin.67,xx1410,Paenibacillus sp. IHBB 10380 (taxid 1566358),groEL,10,VFG012103(gb,WP_003514589),82.6,541,94,0,1635,13,1,541,4.27E-279,850,gb|WP_003514589,(groEL) chaperonin GroEL [GroEL (VF0594) - Adherence (VFC0001)] [Clostridium thermocellum ATCC 27405],,,,
ERR7015366,Hospital_sewage,ERR7015366_bin.13,xx1372,Bacteria (taxid 2),cps4L,3,VFG001376(gb,WP_000695335),82.6,391,68,0,2545,3717,3,393,9.87E-219,670,gb|WP_000695335,(cps4L) capsular polysaccharide biosynthesis protein Cps4L [Capsule (VF0144) - Immune modulation (VFC0258)] [Streptococcus pneumoniae TIGR4],,,,
ERR7015375,Hospital_sewage,ERR7015375_bin.5,xx8924,Tolumonas auensis DSM 9187 (taxid 595494),tapT,1,VFG038464(gb,WP_011707389),82.6,344,60,0,3924,2893,1,344,5.21E-191,569,gb|WP_011707389,(tapT) twitching ATPase [Tap type IV pili (VF0475) - Adherence (VFC0001)] [Aeromonas hydrophila ML09-119],,,,
ERR7015376,Hospital_sewage,ERR7015376_bin.27,xx4373,Corynebacterium variabile DSM 44702 (taxid 858619),groEL2,3,VFG043550(gb,NP_214954),82.6,408,66,1,5403,6626,1,403,3.84E-207,633,gb|NP_214954,(groEL2) molecular chaperone GroEL [GroEL (VF0866) - Adherence (VFC0001)] [Mycobacterium tuberculosis H37Rv],,,,
ERR3569141,Hospital_sewage,ERR3569141_bin.14,xx252,Enterococcus saccharolyticus subsp. saccharolyticus (taxid 1814218),rfbA,1,VFG018664(gb,WP_012000426),82.5,212,37,0,21293,21928,1,212,3.19E-109,351,gb|WP_012000426,(rfbA) glucose-1-phosphate thymidylyltransferase RfbA [Capsule (VF0144) - Immune modulation (VFC0258)] [Streptococcus gordonii str. Challis substr. CH1],,,,
ERR3928887,Hospital_sewage,ERR3928887_bin.27,xx2279,Achromobacter xylosoxidans A8 (taxid 762376),fliF,1,VFG011367(gb,WP_003811836),82.5,468,77,2,6029,7417,1,468,1.43E-236,717,gb|WP_003811836,(fliF) flagellar M-ring protein FliF [Flagella (VF0685) - Motility (VFC0204)] [Bordetella bronchiseptica RB50],,,,
ERR3928888,Hospital_sewage,ERR3928888_bin.24,xx691,Pseudomonas citronellolis (taxid 53408),flhB,2,VFG001262(gb,NP_250140),82.5,378,66,0,13833,12700,1,378,3.37E-193,597,gb|NP_250140,(flhB) flagellar biosynthetic protein FlhB [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],,,,
ERR3928895,Hospital_sewage,ERR3928895_bin.50,xx552,Aeromonas caviae (taxid 648),B565_RS04805,1,VFG038911(gb,WP_005354039),82.5,228,29,2,14959,15621,1,224,2.06E-115,367,gb|WP_005354039,(B565_RS04805) thermostable hemolysin [Thermostable hemolysin (TH) (VF0648) - Exotoxin (VFC0235)] [Aeromonas veronii B565],,,,
ERR7015403,Hospital_sewage,ERR7015403_bin.30,xx138,Lactococcus raffinolactis (taxid 1366),plr/gapA,3,VFG005353(gb,WP_000260656),82.5,337,58,1,1516,2526,1,336,2.72E-176,547,gb|WP_000260656,(plr/gapA) type I glyceraldehyde-3-phosphate dehydrogenase [Streptococcal plasmin receptor/GAPDH (VF1042) - Adherence (VFC0001)] [Streptococcus agalactiae A909],,,,
ERR3569153,Hospital_sewage,ERR3569153_bin.15,xx2,Acinetobacter sp. TTH0-4 (taxid 1646498),katA,1,VFG037035(gb,WP_002255636),82.4,500,88,0,143981,145480,5,504,1.22E-285,870,gb|WP_002255636,(katA) catalase [KatA (VF0454) - Stress survival (VFC0282)] [Neisseria meningitidis alpha14],,,,
ERR3569154,Hospital_sewage,ERR3569154_bin.13,xx6,Acinetobacter sp. TTH0-4 (taxid 1646498),katA,1,VFG037035(gb,WP_002255636),82.4,500,88,0,145830,147329,5,504,1.29E-285,870,gb|WP_002255636,(katA) catalase [KatA (VF0454) - Stress survival (VFC0282)] [Neisseria meningitidis alpha14],,,,
ERR7015345,Hospital_sewage,ERR7015345_bin.63,xx361,Aeromonas dhakensis (taxid 196024),fur,1,VFG000478(gb,NP_459678),82.4,142,25,0,10394,9969,1,142,5.8E-75,248,gb|NP_459678,(fur) ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],,,,
ERR7015366,Hospital_sewage,ERR7015366_bin.61,xx10531,Acinetobacter towneri (taxid 202956),gspE2,1,VFG050781(gb,WP_001020905.1),82.4,585,103,0,2207,453,1,585,0,983,gb|WP_001020905.1,(gspE2) putative secretion pathway ATPase [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii SDF],,,,
ERR7015370,Hospital_sewage,ERR7015370_bin.7,xx513,Acinetobacter towneri (taxid 202956),gspE2,4,VFG050781(gb,WP_001020905.1),82.4,585,103,0,25029,23275,1,585,0,982,gb|WP_001020905.1,(gspE2) putative secretion pathway ATPase [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii SDF],,,,
ERR7015377,Hospital_sewage,ERR7015377_bin.9,xx787,Burkholderia sp. MSMB0856 (taxid 1637869),wecB,3,VFG014131(gb,WP_025297833),82.4,376,66,0,4187,5314,1,376,6.17E-201,618,gb|WP_025297833,(wecB) UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing) [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PA7],,,,
ERR7015383,Hospital_sewage,ERR7015383_bin.5,xx1477,Acinetobacter johnsonii (taxid 40214),gspE2,1,VFG050781(gb,WP_001020905.1),82.4,585,103,0,10307,8553,1,585,0,980,gb|WP_001020905.1,(gspE2) putative secretion pathway ATPase [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii SDF],,,,
ERR7015387,Hospital_sewage,ERR7015387_bin.5,xx1888,Uruburuella suis (taxid 252130),mntB,1,VFG037072(gb,WP_002219667),82.4,289,51,0,1044,178,1,289,2.53E-145,454,gb|WP_002219667,(mntB) Manganese transport system membrane protein MntB [MntABC (VF0455) - Stress survival (VFC0282)] [Neisseria meningitidis alpha710],,,,
ERR7015392,Hospital_sewage,ERR7015392_bin.35,xx277,Acinetobacter towneri (taxid 202956),gspE2,3,VFG050781(gb,WP_001020905.1),82.4,585,103,0,10299,12053,1,585,0,983,gb|WP_001020905.1,(gspE2) putative secretion pathway ATPase [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii SDF],,,,
ERR3928888,Hospital_sewage,ERR3928888_bin.24,xx4016,Pseudomonas citronellolis (taxid 53408),pvdL,3,VFG016059(gb,WP_012075639),82.3,1758,289,7,3,5231,2592,4342,0,2836,gb|WP_012075639,(pvdL) peptide synthase PvdL [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PA7],,,,
ERR3928889,Hospital_sewage,ERR3928889_bin.29,xx336,Pseudomonas sp. GCEP-101 (taxid 2974552),PSPA7_RS09495,1,VFG014135(gb,WP_025297832),82.3,660,117,0,2649,670,6,665,0,1084,gb|WP_025297832,(PSPA7_RS09495) polysaccharide biosynthesis protein [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PA7],,,,
ERR3928927,Hospital_sewage,ERR3928927_bin.21,xx8739,Microvirgula aerodenitrificans (taxid 57480),pchF,3,VFG020089(gb,WP_012613543),82.3,831,143,2,2493,1,301,1127,0,1342,gb|WP_012613543,(pchF) pyochelin synthetase PchF [Pyochelin (VF0095) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa LESB58],,,,
ERR7015313,Hospital_sewage,ERR7015313_bin.27,xx1159,Gammaproteobacteria (taxid 1236),pilT,2,VFG013907(gb,WP_004373763),82.3,344,61,0,7154,6123,1,344,3.87E-180,557,gb|WP_004373763,(pilT) twitching motility protein PilT [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas mendocina ymp],,,,
ERR7015327,Hospital_sewage,ERR7015327_bin.6,xx2129,Tolumonas auensis DSM 9187 (taxid 595494),tapT,5,VFG038464(gb,WP_011707389),82.3,344,61,0,4896,5927,1,344,5.48E-184,568,gb|WP_011707389,(tapT) twitching ATPase [Tap type IV pili (VF0475) - Adherence (VFC0001)] [Aeromonas hydrophila ML09-119],,,,
ERR7015343,Hospital_sewage,ERR7015343_bin.52,xx2,Thiothrix litoralis (taxid 2891210),tufA,7,VFG046458(gb,WP_003024794),82.3,396,68,1,247120,248307,1,394,1.99E-218,672,gb|WP_003024794,(tufA) elongation factor Tu [EF-Tu (VF0460) - Adherence (VFC0001)] [Francisella novicida U112],,,,
ERR7015346,Hospital_sewage,ERR7015346_bin.65,xx981,Tolumonas auensis DSM 9187 (taxid 595494),tapT,2,VFG038464(gb,WP_011707389),82.3,344,61,0,6742,7773,1,344,7.47E-184,568,gb|WP_011707389,(tapT) twitching ATPase [Tap type IV pili (VF0475) - Adherence (VFC0001)] [Aeromonas hydrophila ML09-119],,,,
ERR7015362,Hospital_sewage,ERR7015362_bin.33,xx673,Mycolicibacterium (taxid 1866885),adhD,14,VFG030291(gb,WP_011857132),82.3,368,65,0,23355,24458,1,368,4.61E-200,616,gb|WP_011857132,(adhD) NDMA-dependent alcohol dehydrogenase [MymA operon (VF0840) - Immune modulation (VFC0258)] [Mycobacterium sp. JLS],,,,
ERR7015368,Hospital_sewage,ERR7015368_bin.72,xx2627,Tolumonas auensis DSM 9187 (taxid 595494),tapT,2,VFG038464(gb,WP_011707389),82.3,344,61,0,9135,10166,1,344,3.67E-184,568,gb|WP_011707389,(tapT) twitching ATPase [Tap type IV pili (VF0475) - Adherence (VFC0001)] [Aeromonas hydrophila ML09-119],,,,
ERR7015370,Hospital_sewage,ERR7015370_bin.70,xx1455,Tolumonas auensis DSM 9187 (taxid 595494),tapT,3,VFG038464(gb,WP_011707389),82.3,344,61,0,11507,10476,1,344,1.65E-183,566,gb|WP_011707389,(tapT) twitching ATPase [Tap type IV pili (VF0475) - Adherence (VFC0001)] [Aeromonas hydrophila ML09-119],,,,
ERR7015372,Hospital_sewage,ERR7015372_bin.40,xx2580,Tolumonas auensis DSM 9187 (taxid 595494),tapT,1,VFG038464(gb,WP_011707389),82.3,344,61,0,1458,427,1,344,5.35E-184,566,gb|WP_011707389,(tapT) twitching ATPase [Tap type IV pili (VF0475) - Adherence (VFC0001)] [Aeromonas hydrophila ML09-119],,,,
ERR7015373,Hospital_sewage,ERR7015373_bin.18,xx7,Thiothrix unzii (taxid 111769),tufA,4,VFG046458(gb,WP_003024794),82.3,396,68,1,244454,245641,1,394,1.84E-218,672,gb|WP_003024794,(tufA) elongation factor Tu [EF-Tu (VF0460) - Adherence (VFC0001)] [Francisella novicida U112],,,,
ERR7015375,Hospital_sewage,ERR7015375_bin.20,xx21021,Aliarcobacter cryaerophilus (taxid 28198),cheY,4,VFG043402(gb,YP_002344511),82.3,124,22,0,2096,2467,1,124,8.55E-63,207,gb|YP_002344511,(cheY) chemotaxis regulatory protein [Flagella (VF0114) - Motility (VFC0204)] [Campylobacter jejuni subsp. jejuni NCTC 11168],,,,
ERR7015380,Hospital_sewage,ERR7015380_bin.53,xx6518,Tolumonas auensis DSM 9187 (taxid 595494),tapT,1,VFG038464(gb,WP_011707389),82.3,344,61,0,1505,474,1,344,4.53E-189,568,gb|WP_011707389,(tapT) twitching ATPase [Tap type IV pili (VF0475) - Adherence (VFC0001)] [Aeromonas hydrophila ML09-119],,,,
